Device,Brand,Age_Months,Daily_Usage_Hours,Usage_Type,Failure_After_Months,Symptom1,Symptom2,Symptom3,Severity,Faulty_Component,Recommended_Solution,Estimated_Repair_Cost_INR,Estimated_Repair_Time_Hours
Desktop,Acer,6,8,Gaming,2,Storage Not Detected,Boot Failure,BIOS Error,Medium,SSD,Step 1: Back up all critical data immediately; Step 2: Check disk health using CrystalDiskInfo or manufacturer tool; Step 3: Update the SSD firmware and check SATA/NVMe cable connections; Step 4: Run CHKDSK or a disk repair utility to fix file system errors; Step 5: Replace the SSD if SMART status shows failing or bad sectors increase.,3900,2.2
Laptop,Acer,83,2,Remote Worker,79,Thermal Throttling,Loud Fan,Heating,Medium,Cooling Fan,Step 1: Use compressed air to clean the fan vents and intake; Step 2: Open the back panel and clean dust from the fan and heatsink; Step 3: Check fan spin freely without obstruction; Step 4: Reapply thermal paste on CPU/GPU if overheating persists; Step 5: Replace the cooling fan if noise or shutdown continues after cleaning.,700,2.0
Mobile,Apple,72,3,Gaming,67,Battery Drain,Low Backup,Not Charging,Medium,Battery,"Step 1: Check battery health using built-in diagnostics (e.g., powercfg /batteryreport); Step 2: Inspect for physical swelling or deformation - stop use immediately if found; Step 3: Calibrate the battery with a full charge-discharge cycle; Step 4: Check background apps causing excess power draw; Step 5: Replace the battery if health is below 50% or swelling is present.",2000,2.0
Desktop,Asus,43,9,Student,37,CPU Throttling,Grinding Noise,System Lag,High,CPU Fan,Step 1: Power off and unplug the system; Step 2: Open the cabinet and clean dust from the CPU fan and heatsink; Step 3: Check fan rotation manually and listen for bearing noise; Step 4: Reapply thermal paste on the CPU if it has dried out; Step 5: Replace the CPU fan if it does not spin freely or is noisy after cleaning.,650,1.2
Desktop,MSI,36,4,Student,34,Settings Not Saved,BIOS Error,No Boot,Low,CMOS Battery,Step 1: Power off the system and unplug from the mains; Step 2: Open the cabinet and locate the CMOS coin-cell battery; Step 3: Remove and test battery voltage (should be ~3V); Step 4: Replace the CMOS battery with a new CR2032 cell; Step 5: Reset BIOS settings and set the correct date/time.,100,1.4
Mobile,Xiaomi,69,3,Gaming,68,Voice Not Reaching,Calls Connected,Speaker OK,High,Microphone,Step 1: Check microphone permissions for the affected app; Step 2: Remove any case or cover that may be blocking the mic; Step 3: Test microphone in voice recorder app vs call app; Step 4: Clean the microphone grille of dust/debris; Step 5: Replace the microphone module at a service center if issue persists.,1250,1.3
Desktop,Custom Build,70,3,Normal,70,Slow Startup,Disk Errors,Storage Not Detected,Medium,SSD,Step 1: Back up all critical data immediately; Step 2: Check disk health using CrystalDiskInfo or manufacturer tool; Step 3: Update the SSD firmware and check SATA/NVMe cable connections; Step 4: Run CHKDSK or a disk repair utility to fix file system errors; Step 5: Replace the SSD if SMART status shows failing or bad sectors increase.,1850,2.8
Mobile,Apple,49,11,Student,39,Distorted Audio,Low Volume,Calls OK,Medium,Speaker,Step 1: Check volume mixer and mute settings; Step 2: Update or reinstall audio drivers; Step 3: Test with headphones to isolate speaker hardware fault; Step 4: Clean speaker grille of dust/debris; Step 5: Replace the speaker unit if crackling/no sound persists.,1450,1.3
Desktop,Lenovo,61,16,Business,60,Fan Not Spinning,Dust Buildup,High Temperature,Low,Case Fan,Step 1: Power off and open the case to inspect the fan; Step 2: Clean dust from the fan blades and grille; Step 3: Check fan cable connection to the motherboard/PSU; Step 4: Lubricate or replace bearings if rattling continues; Step 5: Replace the fan if it does not spin after cleaning.,800,1.3
Desktop,Asus,72,9,Office,71,Black Screen In Games,Fan Spinning Loud,Overheating,Medium,GPU,"Step 1: Update or reinstall the latest GPU drivers; Step 2: Check for overheating using monitoring software (e.g., HWMonitor); Step 3: Reseat the GPU in the PCIe slot and check power connectors; Step 4: Test the GPU in another system or test another GPU in this system; Step 5: Send for repair/replacement if artifacts persist after a clean driver install.",4900,3.2
Laptop,MSI,12,9,Developer,11,Rapid Discharge,Heating,Low Backup,High,Battery,"Step 1: Check battery health using built-in diagnostics (e.g., powercfg /batteryreport); Step 2: Inspect for physical swelling or deformation - stop use immediately if found; Step 3: Calibrate the battery with a full charge-discharge cycle; Step 4: Check background apps causing excess power draw; Step 5: Replace the battery if health is below 50% or swelling is present.",3000,2.4
Mobile,OnePlus,3,12,Office,1,Bent Pins,No Connection Detected,Charging Stops,Low,Charging Port,"Step 1: Inspect the charging port for lint, dust, or debris and clean gently; Step 2: Check for bent or damaged pins inside the port; Step 3: Try a different cable to confirm port vs cable issue; Step 4: Wiggle test the cable while charging to detect loose connection; Step 5: Replace the charging port assembly if connection remains loose.",900,1.1
Desktop,Lenovo,47,13,Content Creator,37,No Network,Driver Crash,Limited Connectivity,High,Network Card,Step 1: Update or reinstall the network adapter drivers; Step 2: Check physical cable/antenna connections; Step 3: Reseat the network card if it is a PCIe add-in card; Step 4: Run network troubleshooter and reset TCP/IP stack; Step 5: Replace the network card if it is not detected by the system.,1700,1.3
Mobile,Apple,27,9,Student,24,Voice Not Reaching,Calls Connected,Speaker OK,Medium,Microphone,Step 1: Check microphone permissions for the affected app; Step 2: Remove any case or cover that may be blocking the mic; Step 3: Test microphone in voice recorder app vs call app; Step 4: Clean the microphone grille of dust/debris; Step 5: Replace the microphone module at a service center if issue persists.,700,1.5
Laptop,Asus,70,2,Gaming,66,Storage Not Detected,Boot Failure,BIOS Error,High,SSD,Step 1: Back up all critical data immediately; Step 2: Check disk health using CrystalDiskInfo or manufacturer tool; Step 3: Update the SSD firmware and check SATA/NVMe cable connections; Step 4: Run CHKDSK or a disk repair utility to fix file system errors; Step 5: Replace the SSD if SMART status shows failing or bad sectors increase.,5100,1.4
Desktop,Asus,49,5,Developer,40,Thermal Warning,Loud Noise,Heating,High,CPU Fan,Step 1: Power off and unplug the system; Step 2: Open the cabinet and clean dust from the CPU fan and heatsink; Step 3: Check fan rotation manually and listen for bearing noise; Step 4: Reapply thermal paste on the CPU if it has dried out; Step 5: Replace the CPU fan if it does not spin freely or is noisy after cleaning.,450,1.1
Desktop,Asus,82,14,Remote Worker,72,No Network,Driver Crash,Limited Connectivity,Low,Network Card,Step 1: Update or reinstall the network adapter drivers; Step 2: Check physical cable/antenna connections; Step 3: Reseat the network card if it is a PCIe add-in card; Step 4: Run network troubleshooter and reset TCP/IP stack; Step 5: Replace the network card if it is not detected by the system.,1200,1.7
Mobile,Samsung,91,7,Student,86,Loose Connection,Slow Charging,Intermittent Charging,High,Charging Port,"Step 1: Inspect the charging port for lint, dust, or debris and clean gently; Step 2: Check for bent or damaged pins inside the port; Step 3: Try a different cable to confirm port vs cable issue; Step 4: Wiggle test the cable while charging to detect loose connection; Step 5: Replace the charging port assembly if connection remains loose.",750,1.4
Mobile,Oppo,20,3,Business,14,Fast Battery Drain,Heating,Random Shutdown,High,Battery,"Step 1: Check battery health using built-in diagnostics (e.g., powercfg /batteryreport); Step 2: Inspect for physical swelling or deformation - stop use immediately if found; Step 3: Calibrate the battery with a full charge-discharge cycle; Step 4: Check background apps causing excess power draw; Step 5: Replace the battery if health is below 50% or swelling is present.",3450,2.4
Desktop,Acer,43,4,Content Creator,34,Overheating,Fan Not Spinning,Auto Shutdown,High,CPU Fan,Step 1: Power off and unplug the system; Step 2: Open the cabinet and clean dust from the CPU fan and heatsink; Step 3: Check fan rotation manually and listen for bearing noise; Step 4: Reapply thermal paste on the CPU if it has dried out; Step 5: Replace the CPU fan if it does not spin freely or is noisy after cleaning.,400,2.0
Laptop,MSI,65,5,Content Creator,58,No Charge,Battery OK,Power Adapter Error,High,Charger,Step 1: Inspect the charger cable and adapter for visible damage; Step 2: Check the wall socket with another device; Step 3: Clean the charging port of dust/debris; Step 4: Test with a different compatible charger/adapter; Step 5: Replace the charger if output voltage is incorrect or it overheats.,1100,1.5
Laptop,HP,91,12,Remote Worker,87,WiFi Not Detected,Driver Error,Limited Connectivity,Medium,WiFi Module,Step 1: Update or reinstall the WiFi adapter drivers; Step 2: Check airplane mode and WiFi adapter is enabled; Step 3: Reseat the WiFi module/antenna cable if accessible; Step 4: Test connectivity near the router to rule out signal range; Step 5: Replace the WiFi module if it is not detected by the OS.,850,2.0
Mobile,Realme,92,5,Normal,91,No Display,Touch Working,Notifications Audible,High,Display,Step 1: Connect to an external monitor to check if the issue is the panel or GPU; Step 2: Check display cable/flex connection inside the device; Step 3: Adjust brightness and refresh rate settings to rule out software glitches; Step 4: Update or roll back display drivers; Step 5: Replace the display panel/digitizer if hardware fault is confirmed.,2500,3.0
Laptop,HP,61,9,Office,54,Slow Startup,Disk Errors,File Corruption,Medium,SSD,Step 1: Back up all critical data immediately; Step 2: Check disk health using CrystalDiskInfo or manufacturer tool; Step 3: Update the SSD firmware and check SATA/NVMe cable connections; Step 4: Run CHKDSK or a disk repair utility to fix file system errors; Step 5: Replace the SSD if SMART status shows failing or bad sectors increase.,2150,3.3
Laptop,MSI,84,13,Content Creator,80,Liquid Spill Damage,No Response,Short Circuit Risk,Low,Keyboard,Step 1: Power off immediately if liquid spill is suspected; Step 2: Clean keys with compressed air and isopropyl alcohol; Step 3: Check for stuck debris under affected keys; Step 4: Test with an external USB keyboard to confirm internal fault; Step 5: Replace the keyboard module if keys remain unresponsive.,1650,2.3
Desktop,HP,19,4,Remote Worker,13,USB Failure,Random Freeze,No POST,High,Motherboard,"Step 1: Disconnect all peripherals and power cables; Step 2: Inspect for bulging/burnt capacitors and burning smell; Step 3: Reset CMOS using the jumper or by removing the battery; Step 4: Reseat RAM and GPU to rule out connection issues; Step 5: If no POST persists, the motherboard likely needs professional repair or replacement.",7000,2.7
Mobile,OnePlus,22,2,Remote Worker,22,Bluetooth Not Pairing,WiFi Drops,Connectivity Error,Medium,WiFi Bluetooth Module,Step 1: Toggle airplane mode on/off to reset radios; Step 2: Forget and re-pair the Bluetooth device / re-join WiFi network; Step 3: Update device software to latest version; Step 4: Reset network settings to factory defaults; Step 5: Replace the WiFi/Bluetooth combo module if issues persist after reset.,1950,1.3
Mobile,Google,9,4,Office,9,Recording Failure,Low Mic Volume,Calls Connected,Low,Microphone,Step 1: Check microphone permissions for the affected app; Step 2: Remove any case or cover that may be blocking the mic; Step 3: Test microphone in voice recorder app vs call app; Step 4: Clean the microphone grille of dust/debris; Step 5: Replace the microphone module at a service center if issue persists.,1150,1.2
Desktop,Dell,9,5,Normal,3,Burning Smell,No Display,No Power,High,Motherboard,"Step 1: Disconnect all peripherals and power cables; Step 2: Inspect for bulging/burnt capacitors and burning smell; Step 3: Reset CMOS using the jumper or by removing the battery; Step 4: Reseat RAM and GPU to rule out connection issues; Step 5: If no POST persists, the motherboard likely needs professional repair or replacement.",3750,3.6
Laptop,Apple,65,13,Student,59,Charging Failure,Adapter Fault,Power Fluctuation,Medium,Charger,Step 1: Inspect the charger cable and adapter for visible damage; Step 2: Check the wall socket with another device; Step 3: Clean the charging port of dust/debris; Step 4: Test with a different compatible charger/adapter; Step 5: Replace the charger if output voltage is incorrect or it overheats.,1550,1.0
Desktop,Dell,21,1,Remote Worker,11,Burning Smell,No Display,No Power,High,Motherboard,"Step 1: Disconnect all peripherals and power cables; Step 2: Inspect for bulging/burnt capacitors and burning smell; Step 3: Reset CMOS using the jumper or by removing the battery; Step 4: Reseat RAM and GPU to rule out connection issues; Step 5: If no POST persists, the motherboard likely needs professional repair or replacement.",7450,3.4
